ID,Name,Address,Type,PreferredGoods
DK6329323383,Gadget Forarbejdning K/S,"Sct. Annagade 45, 6000 Kolding",Company,"electronics, medical_equipment, cosmetics"
DK9937651021,Gitte Kirsten Frederiksen,"Åvej 113, 3400 Hillerød",Individual,No preference
DK2962750929,Natural Koncern,"Søndermarken 49, 3000 Helsingør",Company,"raw_materials, household"
DK4783282817,Industri Holding,"Klostervej 9, 8900 Randers",Company,"sports, paper, electronics"
DK9457665185,Forarbejdning I/S,"Hovedgaden 148, 2670 Greve",Company,"stationery, raw_materials, clothing"
DK4302709858,Wood House Forarbejdning,"Platanvej 24, 2600 Glostrup",Company,furniture
DK5047101003,Anders Rasmussen,"Solsikkevej 74, 2630 Taastrup",Individual,No preference
DK6561692070,Malene Andresen,"Havnevej 105, 6100 Haderslev",Individual,No preference
DK7099469983,Syd Clinical Teknologi,"Møllevej 91, 1000 København K",Company,"medical_equipment, raw_materials, paper"
DK3878201524,Øst Assist Forarbejdning,"Bredgade 120, 7500 Holstebro",Company,clothing
DK4705310401,Jonas Josephine Jespersen,"Søndermarken 73, 3520 Farum",Individual,No preference
DK1230249217,Syd Engros,"Bredgade 9, 2630 Taastrup",Company,"beverages, chemicals"
DK8244170064,Henrik Johansen,"Bellisvej 76, 9000 Aalborg",Individual,No preference
DK5078551333,Luxury K/S,"Tulipanvej 124, 2650 Hvidovre",Company,luxury
DK5789633176,Study Group,"Skovvej 4, 3500 Værløse",Company,"cosmetics, household, stationery"
DK7845366946,Syd Byggeri K/S,"Egevej 38, 2750 Ballerup",Company,"medical, electronics"
DK2260326267,Fødevare K/S,"Kongensgade 113, 2200 København N",Company,"medical_equipment, toys, medical"
DK7150970643,Erik Martin Villadsen,"Vibevej 40, 2620 Albertslund",Individual,No preference
DK1083651970,Gul Cultivate,"Skolevej 4, 2670 Greve",Company,"furniture, produce"
DK9725510256,Maria Frederikke Olsen,"Granvej 132, 2750 Ballerup",Individual,No preference
DK6151841907,Camilla Mathiesen,"Kongensgade 149, 8600 Silkeborg",Individual,No preference
DK6124453431,Kongelig Element,"Nørremarksvej 139, 5700 Svendborg",Company,raw_materials
DK4966014688,Pernille Lone Pedersen,"Hovedgaden 137, 9000 Aalborg",Individual,No preference
DK2076341629,Source Source Drikke,"Nørregade 26, 9800 Hjørring",Company,raw_materials
DK7560389844,Øst Pen,"Brogade 67, 3400 Hillerød",Company,"produce, stationery"
DK5539308214,Gourmet Garment Gruppe,"Tulipanvej 148, 4000 Roskilde",Company,"food, clothing"
DK9155472662,Helle Villadsen,"Søndergade 147, 9800 Hjørring",Individual,No preference
DK8723309920,Anne Winther,"Bredgade 43, 5000 Odense C",Individual,No preference
DK5067116918,Fynsk Rapid Training Koncern,"Parkvej 143, 8800 Viborg",Company,"produce, medical_equipment, sports"
DK6242173772,Interior Group,"Lavgade 87, 7400 Herning",Company,household
DK3057629778,Child Resource,"Jernbanegade 32, 2800 Lyngby",Company,"raw_materials, stationery, toys"
DK4202607993,Grøn Remedy,"Rosenvej 44, 9900 Frederikshavn",Company,"medical, beverages, household"
DK7873709012,Blå Culinary I/S,"Industrivej 32, 2820 Gentofte",Company,"beverages, food"
DK1067198189,Hvid Exclusive Drikke,"Bakkevej 9, 2000 Frederiksberg",Company,luxury
DK6423156524,Anne Christiansen,"Kastanjevej 105, 2820 Gentofte",Individual,No preference
DK6698759353,Quench P/S,"Tulipanvej 138, 3660 Stenløse",Company,"beverages, medical_equipment, clothing"
DK5975196341,Grøn Care Byggeri,"Birkevej 70, 7800 Skive",Company,"medical, raw_materials"
DK4252504650,Vest Budget Systemer,"Skovvej 34, 6400 Sønderborg",Company,luxury
DK7924434374,Andreas Bech,"Storegade 58, 3660 Stenløse",Individual,No preference
DK2850820685,Stitch K/S,"Lærkevej 1, 2100 København Ø",Company,"cosmetics, clothing, furniture"
DK4747699292,Basic Group,"Rosenvej 101, 2100 København Ø",Company,"raw_materials, produce"
DK4311931853,Cure Gruppe,"Åvej 142, 2000 Frederiksberg",Company,"toys, sports, medical"
DK2390587865,Øst Møbel P/S,"Lindevej 113, 7500 Holstebro",Company,"luxury, toys"
DK3186910855,Kirsten Mortensen,"Fasanvej 16, 8000 Aarhus C",Individual,No preference
DK8270110908,Hvid Network Smart Koncern,"Rosenvej 6, 8700 Horsens",Company,"electronics, toys"
DK5150074940,Fluid Produktion,"Egevej 72, 2800 Lyngby",Company,"stationery, beverages"
DK3738900744,Blå Spedition,"Skolevej 52, 4700 Næstved",Company,"produce, food, raw_materials"
DK4656572173,Gul Teknologi,"Højgade 122, 3500 Værløse",Company,clothing
DK1820257761,Erik Lauritsen,"Dronningensgade 137, 3000 Helsingør",Individual,No preference
DK3316787198,Guld Joy I/S,"Adelgade 133, 6100 Haderslev",Company,toys
DK8826851692,Øst Farm,"Rosenvej 110, 2635 Ishøj",Company,produce
DK3091557458,Mads Peter Eriksen,"Jernbanegade 125, 5700 Svendborg",Individual,No preference
DK1749459431,Jysk Home Group,"Strandvejen 54, 9800 Hjørring",Company,"clothing, beverages, furniture"
DK6736508280,Mette Morten Clausen,"Parkvej 55, 6100 Haderslev",Individual,No preference
DK6369130994,Kvalitets Premium,"Nørremarksvej 113, 8800 Viborg",Company,"paper, luxury, medical"
DK2948728483,Beverage Rådgivning IVS,"Hovedgaden 149, 2800 Lyngby",Company,beverages
DK8868054898,Gul Prime Butik,"Kirkevej 68, 4100 Ringsted",Company,"luxury, household, cosmetics"
DK6503644761,Ida Marianne Johansen,"Mosevej 108, 8900 Randers",Individual,No preference
DK1400330495,Teknologi IVS,"Fyrrevej 59, 8900 Randers",Company,"beverages, chemicals"
DK3087034313,Hans Mads Ravn,"Jasminvej 40, 7800 Skive",Individual,No preference
DK4274958945,Sjællandsk Teknologi,"Lavgade 9, 1500 København V",Company,"paper, raw_materials"
DK2510308881,Teknologi Gruppe,"Rosenvej 15, 7100 Vejle",Company,"electronics, beverages"
DK2145921803,Device Domestic Holding,"Algade 10, 7100 Vejle",Company,"household, food, electronics"
DK1293864877,Dansk Harvest Natural,"Søndergade 107, 8900 Randers",Company,"produce, cosmetics"
DK6865168092,Nicolai Christine Andersen,"Fasanvej 147, 2820 Gentofte",Individual,No preference
DK9292791081,Syd Toy,"Vestergade 113, 3500 Værløse",Company,"toys, chemicals, household"
DK6218955985,Sort Home,"Østergade 57, 7400 Herning",Company,household
DK3305069227,Book Koncern,"Nørremarksvej 150, 3500 Værløse",Company,"medical_equipment, household, stationery"
DK6443749394,Drikke I/S,"Fasanvej 94, 8600 Silkeborg",Company,"paper, household"
DK7127904756,Delicacy Fragt,"Solsikkevej 148, 7800 Skive",Company,food
DK8272725281,Synthesis Spedition A/S,"Nørregade 64, 9000 Aalborg",Company,chemicals
DK7019900273,Guld Fødevare Group,"Kastanjevej 121, 4700 Næstved",Company,produce
DK5340522065,Susanne Pedersen,"Lupinvej 7, 4300 Holbæk",Individual,No preference
DK9303285822,Apparel Textile Textile,"Lavgade 120, 8000 Aarhus C",Company,clothing
DK1288335378,Guld Diagnostic,"Kongensgade 80, 2670 Greve",Company,"electronics, medical_equipment, furniture"
DK6341783555,Syd Toy Koncern,"Kongensgade 29, 4700 Næstved",Company,toys
DK4696693055,Louise Ida Mathiasen,"Søndergade 45, 8900 Randers",Individual,No preference
DK6461974809,Motion I/S,"Fyrrevej 28, 7000 Fredericia",Company,"sports, household, raw_materials"
DK7415801613,Select Elegant Prestige,"Fyrrevej 87, 8800 Viborg",Company,"luxury, toys"
DK1388959643,Emil Hanne Møller,"Parkvej 61, 8900 Randers",Individual,No preference
DK6633778586,Sjællandsk Star Device,"Storegade 1, 3000 Helsingør",Company,"electronics, sports"
DK9354542654,Detail ApS,"Adelgade 28, 4000 Roskilde",Company,furniture
DK5794928932,Andreas Victoria Jeppesen,"Industrivej 115, 2750 Ballerup",Individual,No preference
DK7691931213,Style Stitch A/S,"Lærkevej 52, 6700 Esbjerg",Company,clothing
DK2721355673,Formula Gruppe,"Poppelvej 95, 6400 Sønderborg",Company,"chemicals, toys"
DK1590985753,Fødevare P/S,"Ringvejen 98, 1500 København V",Company,"electronics, household"
DK2293434554,Desk Byggeri ApS,"Strandvejen 82, 7400 Herning",Company,"cosmetics, stationery"
DK2843567009,Sjællandsk Derma Pure A/S,"Møllevej 112, 6000 Kolding",Company,cosmetics
DK3792347639,Edible Koncern,"Nørremarksvej 129, 3600 Frederikssund",Company,"paper, food, furniture"
DK5328166990,Digital Group,"Egevej 30, 1500 København V",Company,"produce, electronics"
DK3465883999,Book Natural,"Jernbanegade 81, 2000 Frederiksberg",Company,"toys, stationery, raw_materials"
DK9923293818,Morten Frederiksen,"Parkvej 35, 3460 Birkerød",Individual,No preference
DK8763140509,Fundamental Spedition I/S,"Solsikkevej 67, 3600 Frederikssund",Company,"chemicals, raw_materials"
DK1110724913,Joy Byggeri Koncern,"Kongensgade 68, 2635 Ishøj",Company,"toys, produce"
DK1546696950,Kongelig Fragt,"Algade 23, 6100 Haderslev",Company,food
DK4735334423,Hvid Advanced Fragt,"Parkvej 94, 1500 København V",Company,beverages
DK3190227431,Residence Ingeniør,"Mosevej 97, 2000 Frederiksberg",Company,"household, medical_equipment"
DK5638860656,Bronze Natural,"Poppelvej 43, 7800 Skive",Company,"cosmetics, paper"
DK8182649048,Premium P/S,"Solsikkevej 5, 2600 Glostrup",Company,luxury
DK9351548768,Michael Julie Frandsen,"Kløvervej 123, 3460 Birkerød",Individual,No preference
DK3745778625,Anders Henrik Thomsen,"Storegade 141, 4700 Næstved",Individual,No preference
DK4600630513,Vest Thread Butik,"Engvej 84, 6000 Kolding",Company,clothing
DK8468071953,Vital Pharma Drikke ApS,"Lillegade 100, 2650 Hvidovre",Company,"medical, raw_materials"
DK3799620568,Europæisk Systemer,"Kongensgade 141, 8800 Viborg",Company,"luxury, beverages, medical"
DK2830154607,Europæisk Drink Hydration,"Fasanvej 126, 5000 Odense C",Company,"toys, furniture, beverages"
DK1643611097,Grøn Industri,"Ringvejen 150, 4200 Slagelse",Company,"medical, electronics, luxury"
DK7340428136,Europæisk Couture,"Nørregade 98, 6000 Kolding",Company,"electronics, toys, clothing"
DK3660223333,Drikke P/S,"Åvej 92, 1500 København V",Company,beverages
DK9146660400,Sara Aksel Jespersen,"Jernbanegade 121, 3500 Værløse",Individual,No preference
DK9995846146,Niels Toft,"Lupinvej 136, 7400 Herning",Individual,No preference
DK6620138568,Print Help Page,"Sct. Annagade 87, 7800 Skive",Company,paper
DK5031086659,Dansk Produktion,"Lindevej 75, 3600 Frederikssund",Company,"paper, stationery"
DK4586784711,Sort Text Fragt Koncern,"Jernbanegade 25, 8700 Horsens",Company,"paper, produce, clothing"
DK2941508568,Gadget Computing Gruppe,"Vibevej 5, 2820 Gentofte",Company,electronics
DK2465576748,Thirst Expert Butik,"Egevej 1, 5800 Nyborg",Company,"food, beverages"
DK9919491730,Grøn Cosmetic K/S,"Algade 115, 6700 Esbjerg",Company,cosmetics
DK5037120597,Kirsten Peter Kristensen,"Møllevej 141, 3000 Helsingør",Individual,No preference
DK3343292475,Fabric I/S,"Jasminvej 73, 2600 Glostrup",Company,clothing
DK3259520140,Primary Holding,"Hovedgaden 73, 3500 Værløse",Company,"raw_materials, paper"
DK9182543558,Byggeri K/S,"Fyrrevej 46, 1000 København K",Company,"beverages, food"
DK8507497883,Chip K/S,"Åvej 131, 8700 Horsens",Company,electronics
DK3057538382,Tina Maria Poulsen,"Elmevej 81, 6400 Sønderborg",Individual,No preference
DK3598862507,Residence Motion,"Parkvej 106, 3500 Værløse",Company,"medical_equipment, sports, household"
DK9547119184,Elegant Stitch,"Lavgade 149, 2100 København Ø",Company,"luxury, clothing, stationery"
DK5931025271,Rådgivning A/S,"Tjørnevej 127, 2670 Greve",Company,"electronics, beverages"
DK7004510516,Blå Hobby Group,"Havnevej 82, 2635 Ishøj",Company,"furniture, toys"
DK1306702926,HealthTech Eco Medical,"Lærkevej 7, 1000 København K",Company,"electronics, medical_equipment"
DK9437283145,Mikkel Andreasen,"Havnevej 76, 8000 Aarhus C",Individual,No preference
DK9894847574,Stitch P/S,"Tjørnevej 45, 2800 Lyngby",Company,"medical_equipment, clothing"
DK7551874474,Game A/S,"Industrivej 52, 1000 København K",Company,"toys, produce, furniture"
DK8833399096,Cultivate Globe Physical I/S,"Rosenvej 80, 8000 Aarhus C",Company,"sports, produce"
DK5803280863,Niels Mikkelsen,"Hasselvej 73, 3460 Birkerød",Individual,No preference
DK2811967841,Fresh ApS,"Sct. Annagade 9, 4600 Køge",Company,"sports, produce, cosmetics"
DK6320115677,HealthTech Gruppe,"Fasanvej 22, 4400 Kalundborg",Company,"medical_equipment, toys, food"
DK9081544414,Life Integrated Care,"Mosevej 46, 2100 København Ø",Company,"medical, clothing"
DK6065662867,Stitch Thread Koncern,"Søndermarken 77, 4700 Næstved",Company,clothing
DK9814388068,Anna Marianne Iversen,"Dalvej 117, 3000 Helsingør",Individual,No preference
DK7008051512,Henrik Elisabeth Brandt,"Egevej 106, 3520 Farum",Individual,No preference
DK9285415473,Joy Play Fragt,"Nørregade 20, 4200 Slagelse",Company,"stationery, toys"
DK8487449580,Fun I/S,"Kirkevej 143, 2000 Frederiksberg",Company,"raw_materials, toys"
DK2899488748,Camilla Svendsen,"Egevej 123, 7500 Holstebro",Individual,No preference
DK7248258423,Thirst Brew Group,"Strandvejen 12, 4300 Holbæk",Company,beverages
DK6993317138,Sara Kasper Bech,"Jernbanegade 117, 4100 Ringsted",Individual,No preference
DK2232285036,Europæisk Remedy,"Skovvej 97, 7000 Fredericia",Company,"sports, medical"
DK5536224717,Rød React Tekstil,"Bellisvej 96, 4800 Nykøbing F",Company,chemicals
DK3376077463,Produce Cure,"Egevej 146, 6400 Sønderborg",Company,"produce, medical"
DK4888749350,Hvid Medical,"Tjørnevej 139, 6000 Kolding",Company,medical_equipment
DK4095476665,Blå Detail A/S,"Rosenvej 112, 2800 Lyngby",Company,"produce, stationery"
DK6224615606,Tina Bech,"Sct. Annagade 64, 4000 Roskilde",Individual,No preference
DK5563810247,Kristian Emilie Winther,"Lillegade 127, 2000 Frederiksberg",Individual,No preference
DK5669349652,Line Thomsen,"Torvet 89, 8900 Randers",Individual,No preference
DK2464137110,Vital Associated Office IVS,"Algade 47, 2750 Ballerup",Company,"medical, stationery"
DK8832070666,Mathias Lund,"Birkevej 81, 2635 Ishøj",Individual,No preference
DK5976777081,Rød Electro Løsninger K/S,"Søndergade 39, 2100 København Ø",Company,electronics
DK5585773087,Lone Bech,"Lindevej 31, 3000 Helsingør",Individual,No preference
DK9245348297,Recreation Upscale,"Kastanjevej 141, 3660 Stenløse",Company,"toys, luxury"
DK9097655015,Erik Jesper Jakobsen,"Granvej 143, 4700 Næstved",Individual,No preference
DK9305502799,Premium Substance,"Søndergade 42, 9800 Hjørring",Company,"produce, chemicals, luxury"
DK8982597239,Brew Rapid Butik,"Tulipanvej 65, 1000 København K",Company,beverages
DK4798477983,Malene Mathiesen,"Storegade 115, 2820 Gentofte",Individual,No preference
DK5924662203,Jens Kjær,"Storegade 29, 2000 Frederiksberg",Individual,No preference
DK3465740756,Diet Interior,"Møllevej 98, 5700 Svendborg",Company,"food, furniture, sports"
DK9298062261,Rikke Morten Andreasen,"Sct. Annagade 79, 8900 Randers",Individual,No preference
DK7206488074,Kristian Bruun,"Kirkevej 139, 4100 Ringsted",Individual,No preference
DK9189503254,Book P/S,"Vestergade 124, 2200 København N",Company,paper
DK5652697543,Kristian August Olesen,"Bredgade 53, 6000 Kolding",Individual,No preference
DK6726515966,Sport Group,"Jasminvej 9, 2670 Greve",Company,"furniture, electronics, sports"
DK7602474923,Fynsk Drikke,"Kongensgade 7, 2620 Albertslund",Company,luxury
DK1365097623,Pia Rasmussen,"Parkvej 145, 4600 Køge",Individual,No preference
DK8660206297,Lasse William Schmidt,"Lillegade 107, 6700 Esbjerg",Individual,No preference
DK9702693937,Sophisticated First Fine,"Mosevej 81, 4400 Kalundborg",Company,luxury
DK8737025391,Øst Løsninger,"Granvej 140, 4800 Nykøbing F",Company,"electronics, sports, paper"
DK7792729530,Blå Text Chip,"Adelgade 55, 1000 København K",Company,"paper, electronics"
DK4034047118,Skandinavisk Support Ingeniør,"Industrivej 140, 7100 Vejle",Company,"chemicals, beverages, household"
DK8281641403,Paper Medical Fragt Group,"Lindevej 136, 2100 København Ø",Company,"stationery, sports, medical_equipment"
DK9259157845,Møbel Koncern,"Brogade 67, 9900 Frederikshavn",Company,"cosmetics, luxury, stationery"
DK8949781901,Nutrition House Comfort,"Slotsgade 88, 4600 Køge",Company,"raw_materials, food, furniture"
DK7597996327,Surgical Møbel Koncern,"Algade 124, 4700 Næstved",Company,"chemicals, medical_equipment, produce"
DK6642266247,Sølv Tekstil,"Søndergade 74, 3000 Helsingør",Company,"medical, paper"
DK1573321170,Jonas Mikkelsen,"Åvej 84, 4800 Nykøbing F",Individual,No preference
DK5366583537,Pernille Thomas Bjerregaard,"Skovvej 134, 2200 København N",Individual,No preference
DK3280805846,Gadget Løsninger ApS,"Syrenvej 120, 3600 Frederikssund",Company,"electronics, raw_materials"
DK5659161352,Grøn Garment Garment,"Kongensgade 13, 2100 København Ø",Company,"cosmetics, clothing"
DK8674224347,Syd Fabric Lager,"Skovvej 88, 3660 Stenløse",Company,"paper, clothing"
DK7640078465,Draw Koncern,"Skovvej 3, 7400 Herning",Company,stationery
DK7286334202,Thomas Mathiasen,"Jasminvej 12, 1500 København V",Individual,No preference
DK9454831510,Emil Vestergaard,"Lillegade 27, 3660 Stenløse",Individual,No preference
DK1104906255,Blå Elegant Fine,"Jasminvej 31, 4000 Roskilde",Company,"clothing, raw_materials, luxury"
DK7534583219,Note ApS,"Tulipanvej 23, 8200 Aarhus N",Company,"beverages, food, stationery"
DK5407856339,Skandinavisk Chip Digital I/S,"Kastanjevej 43, 8700 Horsens",Company,"electronics, sports, medical_equipment"
DK5120197934,Kristian Simon Laursen,"Østergade 107, 3000 Helsingør",Individual,No preference
DK8543865915,Sjællandsk Electro Wood,"Elmevej 109, 4100 Ringsted",Company,"stationery, furniture, electronics"
DK8779941999,Sølv Computing,"Syrenvej 105, 1500 København V",Company,"electronics, luxury"
DK6704841644,Digital Drikke Holding,"Solsikkevej 65, 4100 Ringsted",Company,"electronics, paper"
DK9957643727,Print Press Document IVS,"Solsikkevej 101, 2000 Frederiksberg",Company,paper
DK5769999622,Susanne Rasmussen,"Jasminvej 135, 8200 Aarhus N",Individual,No preference
DK7981077394,Natural Organic Cure Holding,"Hovedgaden 48, 2630 Taastrup",Company,"cosmetics, medical"
DK9771848610,Residence A/S,"Hasselvej 19, 2800 Lyngby",Company,"household, chemicals, cosmetics"
DK4381328392,Niels Magnus Mogensen,"Solsikkevej 18, 4800 Nykøbing F",Individual,No preference
DK8092416273,Lene Danielsen,"Jasminvej 101, 4100 Ringsted",Individual,No preference
DK5945359606,Leisure A/S,"Jernbanegade 106, 4700 Næstved",Company,"raw_materials, toys, medical_equipment"
DK8419590655,Fundamental Basic,"Mosevej 47, 8900 Randers",Company,"paper, raw_materials"
DK5426374038,Bente Nielsen,"Solsikkevej 149, 2820 Gentofte",Individual,No preference
DK8971041739,Frederik Rikke Dahl,"Skolevej 41, 7400 Herning",Individual,No preference
DK5681614306,Stine Anders Bruun,"Platanvej 107, 4600 Køge",Individual,No preference
DK2593375387,Jørgen Oliver Eriksen,"Møllevej 62, 8000 Aarhus C",Individual,No preference
DK1093852809,Morten Kristensen,"Vibevej 103, 7100 Vejle",Individual,No preference
DK1277683972,Thomas Jacob Jakobsen,"Vestergade 144, 7000 Fredericia",Individual,No preference
DK1484664056,Bronze Thread ApS,"Fasanvej 47, 3460 Birkerød",Company,"clothing, luxury, beverages"
DK9006868283,Hanne Olesen,"Vibevej 46, 3500 Værløse",Individual,No preference
DK7999240863,Sara Schmidt,"Møllevej 134, 7500 Holstebro",Individual,No preference
DK6353758928,Sophisticated P/S,"Jasminvej 95, 2635 Ishøj",Company,"household, luxury"
DK1662976399,Europæisk Element,"Kirkevej 32, 6000 Kolding",Company,"chemicals, stationery"
DK3848475240,Jesper Søndergaard,"Søndermarken 12, 4600 Køge",Individual,No preference
DK3424843951,Culinary Teknologi Group,"Stationsvej 86, 9800 Hjørring",Company,food
DK4911804606,Kirsten Nissen,"Sct. Annagade 133, 3400 Hillerød",Individual,No preference
DK1965067727,Comfort Pharma Interior Holding,"Slotsgade 134, 6700 Esbjerg",Company,"medical, furniture, sports"
DK5819946657,Guld Interior Byggeri,"Lillegade 100, 3520 Farum",Company,"raw_materials, cosmetics, furniture"
DK3125906089,Peter Peter Jeppesen,"Brogade 125, 8800 Viborg",Individual,No preference
DK4003279786,Gitte Peter Petersen,"Rosenvej 51, 4000 Roskilde",Individual,No preference
DK3819403925,Bente Sara Dahl,"Kongensgade 22, 3460 Birkerød",Individual,No preference
DK8325222092,Interior Delicacy,"Lupinvej 104, 3500 Værløse",Company,"furniture, medical, food"
DK5853540975,Louise Villadsen,"Platanvej 141, 2600 Glostrup",Individual,No preference
DK5212581851,Textile ApS,"Storegade 17, 4600 Køge",Company,clothing
DK6923301988,Lager A/S,"Lavgade 83, 9000 Aalborg",Company,"raw_materials, clothing, chemicals"
DK8343942606,Jonas Bech,"Nørregade 56, 6100 Haderslev",Individual,No preference
DK4212367816,Lone Christiansen,"Birkevej 90, 7100 Vejle",Individual,No preference
DK9250327663,Substance Chemical Compound,"Granvej 15, 8000 Aarhus C",Company,"furniture, chemicals"
DK4506639908,Hobby K/S,"Solsikkevej 87, 6100 Haderslev",Company,"cosmetics, toys, chemicals"
DK2591589823,Paper Koncern,"Lillegade 27, 8800 Viborg",Company,stationery
DK7573691558,Style Service Apparel,"Hasselvej 111, 8900 Randers",Company,clothing
DK5567816720,Produce Holding,"Dronningensgade 76, 4200 Slagelse",Company,"medical_equipment, produce"
DK5022964382,Sheet Ingeniør,"Lindevej 64, 4600 Køge",Company,"household, paper"
DK4207337120,Apparel Fødevare,"Parkvej 102, 8800 Viborg",Company,"clothing, furniture"
DK5252952412,Henrik Toft,"Parkvej 22, 8700 Horsens",Individual,No preference
DK3260842187,Hvid Formula Tekstil ApS,"Åvej 123, 2600 Glostrup",Company,"furniture, paper, chemicals"
DK2540492440,Paper Resource K/S,"Lillegade 22, 1500 København V",Company,"clothing, raw_materials, paper"
DK3365835550,Sort Discount Teknologi,"Industrivej 21, 4000 Roskilde",Company,"medical_equipment, medical"
DK8867077130,Garment Lager P/S,"Lupinvej 25, 3500 Værløse",Company,"raw_materials, clothing"
DK4364526708,Peter Henriksen,"Ahornvej 34, 2670 Greve",Individual,No preference
DK8858766173,Møbel P/S,"Havnevej 95, 2600 Glostrup",Company,"cosmetics, sports"
DK2785736751,Lager IVS,"Platanvej 46, 3000 Helsingør",Company,"household, luxury, paper"
DK1140431292,Jens Jørgensen,"Jasminvej 55, 2200 København N",Individual,No preference
DK8532327465,Skin Gruppe,"Havnevej 110, 5700 Svendborg",Company,"cosmetics, electronics"
DK2556681746,Mads Frederik Petersen,"Jasminvej 65, 3460 Birkerød",Individual,No preference
DK8025152555,Fragt Group,"Ahornvej 76, 8700 Horsens",Company,"paper, food, beverages"
DK7947883719,Hans Iversen,"Industrivej 10, 7000 Fredericia",Individual,No preference
DK9434946584,Nutrition Holding,"Dalvej 112, 1500 København V",Company,"toys, food"
DK4825491742,Jørgen Frederik Frandsen,"Havnevej 26, 4300 Holbæk",Individual,No preference
DK2439622619,Text Athletic Computing I/S,"Havnevej 135, 2000 Frederiksberg",Company,"sports, paper, electronics"
DK3423086220,Sort MedTech Print Koncern,"Jernbanegade 123, 2670 Greve",Company,"paper, household, medical_equipment"
DK6458544482,Office Sport,"Skolevej 59, 3660 Stenløse",Company,"clothing, sports, stationery"
DK8274273035,Living I/S,"Lavgade 10, 2670 Greve",Company,"furniture, luxury, chemicals"
DK7519578899,Cure Specialist Løsninger,"Fyrrevej 148, 8800 Viborg",Company,"sports, medical"
DK9856756553,Note Holding,"Åvej 109, 2670 Greve",Company,"medical, stationery"
DK3693916084,Helle Charlotte Vestergaard,"Bredgade 117, 2650 Hvidovre",Individual,No preference
DK9129026739,Christian Andersen,"Kløvervej 125, 8700 Horsens",Individual,No preference
DK2825989011,Active Athletic Motion A/S,"Stationsvej 146, 7500 Holstebro",Company,sports
DK9196564761,Book Derma,"Birkevej 74, 5800 Nyborg",Company,"cosmetics, stationery, chemicals"
DK3734252963,Syd Produce,"Kløvervej 65, 7500 Holstebro",Company,"food, produce"
DK1955345537,Fresh I/S,"Lillegade 4, 2820 Gentofte",Company,"sports, produce"
DK4254866543,Hans Krogh,"Syrenvej 36, 8200 Aarhus N",Individual,No preference
DK2486744752,Beauty HealthTech P/S,"Kirkevej 33, 2750 Ballerup",Company,"medical_equipment, cosmetics"
DK2178158203,Child Fine Prestige,"Storegade 139, 2000 Frederiksberg",Company,"luxury, toys"
DK5968420909,Emil Elisabeth Thomsen,"Bakkevej 92, 3400 Hillerød",Individual,No preference
DK4750707607,Jysk Glow,"Storegade 146, 2000 Frederiksberg",Company,"cosmetics, stationery"
DK2515672889,Couture Computing,"Nørremarksvej 35, 3400 Hillerød",Company,"raw_materials, electronics, clothing"
DK9403748506,Derma Service Engros,"Fasanvej 42, 3660 Stenløse",Company,"stationery, food, cosmetics"
DK8695129534,Thirst IVS,"Dronningensgade 41, 2650 Hvidovre",Company,"beverages, chemicals"
DK9303765140,Health Wellbeing Recreation Group,"Parkvej 18, 3600 Frederikssund",Company,"toys, medical"
DK1379791622,Peter Mikkelsen,"Skolevej 65, 2800 Lyngby",Individual,No preference
DK6206015111,Exclusive Good Upscale,"Klostervej 92, 5700 Svendborg",Company,"luxury, produce"
DK5607762160,Hvid Super Quench,"Sct. Annagade 113, 4100 Ringsted",Company,"beverages, medical, raw_materials"
DK8367588279,Jonas Dalsgaard,"Åvej 50, 8900 Randers",Individual,No preference
DK6392415228,Europæisk Value Script Group,"Elmevej 123, 7800 Skive",Company,paper
DK8025397565,Hans Gustav Andersen,"Tjørnevej 62, 4800 Nykøbing F",Individual,No preference
DK2073755632,Rød Associated Substance,"Bakkevej 18, 9800 Hjørring",Company,chemicals
DK1913706213,Print Handel ApS,"Vibevej 101, 4000 Roskilde",Company,"paper, medical"
DK5092199300,Fine Group,"Lindevej 36, 2670 Greve",Company,"raw_materials, chemicals, luxury"
DK2568711995,Rikke Kathrine Knudsen,"Kongensgade 109, 7400 Herning",Individual,No preference
DK5221152318,Christian Møller,"Ahornvej 119, 2750 Ballerup",Individual,No preference
DK3163970710,Skin Professional Aesthetic,"Vibevej 30, 2750 Ballerup",Company,"furniture, cosmetics, food"
DK9837912162,Kid ApS,"Fyrrevej 43, 2670 Greve",Company,toys
DK8006606505,Frederik Henriksen,"Kløvervej 40, 8700 Horsens",Individual,No preference
DK9704383251,Print Smart Detail IVS,"Ahornvej 133, 9800 Hjørring",Company,"paper, toys"
DK8806977141,Frederik Frederikke Bjerregaard,"Torvet 91, 3600 Frederikssund",Individual,No preference
DK9266144191,Susanne Kjeldsen,"Tulipanvej 144, 2630 Taastrup",Individual,No preference
DK6313758032,Lager Group,"Slotsgade 109, 3000 Helsingør",Company,"paper, medical_equipment"
DK1969992961,Jesper Oscar Lundgaard,"Parkvej 62, 8700 Horsens",Individual,No preference
DK9392515666,Interior Gruppe,"Engvej 92, 1000 København K",Company,"luxury, household, furniture"
DK1116402431,Europæisk Teknologi P/S,"Klostervej 140, 5700 Svendborg",Company,"beverages, clothing, stationery"
DK6955593943,Living A/S,"Poppelvej 88, 8700 Horsens",Company,"beverages, furniture, medical_equipment"
DK4212933655,Christian Mathiasen,"Fyrrevej 66, 2600 Glostrup",Individual,No preference
